Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;;
"Primary Hyperparathyroidism.,""/pubmed/30592590"",""Choy KW."",""N Engl J Med. 2018 Dec 20";"379(25):e43. doi: 10.1056/NEJMc1813648. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:30592590"",""pubmed"",""30592590"",""create date:2018/12/29 | first author:Choy KW"",";;
"Tenofovir to Prevent Perinatal Transmission of Hepatitis B.,""/pubmed/29897855"",""Jourdain G, Ngo-Giang-Huong N, Harrison L";" iTAP Study Group.."",""N Engl J Med. 2018 Jun 14";"378(24):2350. doi: 10.1056/NEJMc1805396. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897855"",""pubmed"",""29897855"",""create date:2018/06/14 | first author:Jourdain G"",";
"Thumbprinting in Ischemic Colitis.,""/pubmed/29897854"",""Manatakis D."",""N Engl J Med. 2018 Jun 14";"378(24):e33. doi: 10.1056/NEJMicm1715442. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897854"",""pubmed"",""29897854"",""create date:2018/06/14 | first author:Manatakis D"",";;
"Case 18-2018: A 45-Year-Old Woman with Hypertension, Fatigue, and Altered Mental Status.,""/pubmed/29897853"",""Pallais JC, Fenves AZ, Lu MT, Glomski K."",""N Engl J Med. 2018 Jun 14";"378(24):2322-2333. doi: 10.1056/NEJMcpc1802825. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897853"",""pubmed"",""29897853"",""create date:2018/06/14 | first author:Pallais JC"",";;
"Macroglossia in Light-Chain Amyloidosis.,""/pubmed/29897852"",""Melo Alves J, Marto N."",""N Engl J Med. 2018 Jun 14";"378(24):2321. doi: 10.1056/NEJMicm1716472. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897852"",""pubmed"",""29897852"",""create date:2018/06/14 | first author:Melo Alves J"",";;
"Clinical Trial of Fluid Infusion Rates for Pediatric Diabetic Ketoacidosis.,""/pubmed/29897851"",""Kuppermann N, Ghetti S, Schunk JE, Stoner MJ, Rewers A, McManemy JK, Myers SR, Nigrovic LE, Garro A, Brown KM, Quayle KS, Trainor JL, Tzimenatos L, Bennett JE, DePiero AD, Kwok MY, Perry CS 3rd, Olsen CS, Casper TC, Dean JM, Glaser NS";" PECARN DKA FLUID Study Group.."",""N Engl J Med. 2018 Jun 14";"378(24):2275-2287. doi: 10.1056/NEJMoa1716816."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897851 | PMCID:PMC6051773"",""pubmed"",""29897851"",""create date:2018/06/14 | first author:Kuppermann N"",";
"Lost Taussigs - The Consequences of Gender Discrimination in Medicine.,""/pubmed/29897850"",""Rotenstein LS, Jena AB."",""N Engl J Med. 2018 Jun 14";"378(24):2255-2257. doi: 10.1056/NEJMp1801164. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897850"",""pubmed"",""29897850"",""create date:2018/06/14 | first author:Rotenstein LS"",";;
"Improved Titers against Influenza Drift Variants with a Nanoparticle Vaccine.,""/pubmed/29897849"",""Shinde V, Fries L, Wu Y, Agrawal S, Cho I, Thomas DN, Spindler M, Lindner E, Hahn T, Plested J, Flyer D, Massare MJ, Zhou B, Fix A, Smith G, Glenn GM."",""N Engl J Med. 2018 Jun 14";"378(24):2346-2348. doi: 10.1056/NEJMc1803554. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897849"",""pubmed"",""29897849"",""create date:2018/06/14 | first author:Shinde V"",";;
"Substitute Decision Making in End-of-Life Care.,""/pubmed/29897848"",""Caulley L, Gillick MR, Lehmann LS."",""N Engl J Med. 2018 Jun 14";"378(24):2339-2341. doi: 10.1056/NEJMclde1800817. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897848"",""pubmed"",""29897848"",""create date:2018/06/14 | first author:Caulley L"",";;
"Breast Cancer in Men.,""/pubmed/29897847"",""Giordano SH."",""N Engl J Med. 2018 Jun 14";"378(24):2311-2320. doi: 10.1056/NEJMra1707939. Review. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897847"",""pubmed"",""29897847"",""create date:2018/06/14 | first author:Giordano SH"",";;
"Recognizing Blind Spots - A Remedy for Gender Bias in Medicine?,""/pubmed/29897846"",""Rabinowitz LG."",""N Engl J Med. 2018 Jun 14";"378(24):2253-2255. doi: 10.1056/NEJMp1802228. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897846"",""pubmed"",""29897846"",""create date:2018/06/14 | first author:Rabinowitz LG"",";;
"Effect of Dengue Serostatus on Dengue Vaccine Safety and Efficacy.,""/pubmed/29897841"",""Sridhar S, Luedtke A, Langevin E, Zhu M, Bonaparte M, Machabert T, Savarino S, Zambrano B, Moureau A, Khromava A, Moodie Z, Westling T, Mascareñas C, Frago C, Cortés M, Chansinghakul D, Noriega F, Bouckenooghe A, Chen J, Ng SP, Gilbert PB, Gurunathan S, et al."",""N Engl J Med. 2018 Jul 26";"379(4):327-340. doi: 10.1056/NEJMoa1800820. Epub 2018 Jun 13."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897841"",""pubmed"",""29897841"",""create date:2018/06/14 | first author:Sridhar S"",";;
"Horse versus Rabbit Antithymocyte Globulin in Acquired Aplastic Anemia.,""/pubmed/29897839"",""[No authors listed]"",""N Engl J Med. 2018 Jun 13. doi: 10.1056/NEJMx180020. [Epub ahead of print] No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29897839"",""pubmed"",""29897839"",""create date:2018/06/14"",";;;
"More on Acute Amnestic Syndrome Associated with Fentanyl Overdose.,""/pubmed/29877072"",""Dutton RP."",""N Engl J Med. 2018 Jun 7";"378(23):2247. doi: 10.1056/NEJMc1805681. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29877072"",""pubmed"",""29877072"",""create date:2018/06/08 | first author:Dutton RP"",";;
"Myth and Measurement - The Case of Medical Bankruptcies.,""/pubmed/29877071"",""Himmelstein DU, Woolhandler S, Warren E."",""N Engl J Med. 2018 Jun 7";"378(23):2245-6. doi: 10.1056/NEJMc1805444. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29877071"",""pubmed"",""29877071"",""create date:2018/06/08 | first author:Himmelstein DU"",";;
"Helicobacter pylori and Prevention of Gastric Cancer.,""/pubmed/29877070"",""Kim YH, Shin SW."",""N Engl J Med. 2018 Jun 7";"378(23):2244. doi: 10.1056/NEJMc1805129. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29877070"",""pubmed"",""29877070"",""create date:2018/06/08 | first author:Kim YH"",";;
"Helicobacter pylori and Prevention of Gastric Cancer.,""/pubmed/29877069"",""Pellicano R, Fagoonee S."",""N Engl J Med. 2018 Jun 7";"378(23):2244. doi: 10.1056/NEJMc1805129. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29877069"",""pubmed"",""29877069"",""create date:2018/06/08 | first author:Pellicano R"",";;
"A Better Medical Regimen for the Management of Miscarriage.,""/pubmed/29874544"",""Westhoff CL."",""N Engl J Med. 2018 Jun 7";"378(23):2232-2233. doi: 10.1056/NEJMe1803491. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874544"",""pubmed"",""29874544"",""create date:2018/06/07 | first author:Westhoff CL"",";;
"The Microbiome and Systemic Lupus Erythematosus.,""/pubmed/29874543"",""Rosenbaum JT, Silverman GJ."",""N Engl J Med. 2018 Jun 7";"378(23):2236-2237. doi: 10.1056/NEJMcibr1804368. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874543"",""pubmed"",""29874543"",""create date:2018/06/07 | first author:Rosenbaum JT"",";;
"Clinical Trial Participants' Views of the Risks and Benefits of Data Sharing.,""/pubmed/29874542"",""Mello MM, Lieou V, Goodman SN."",""N Engl J Med. 2018 Jun 7";"378(23):2202-2211. doi: 10.1056/NEJMsa1713258."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874542 | PMCID:PMC6057615"",""pubmed"",""29874542"",""create date:2018/06/07 | first author:Mello MM"",";;
"Infantile Pulmonary Teratoid Tumor.,""/pubmed/29874541"",""de Kock L, Fahiminiya S, Fiset PO, Astigarraga I, Nguyen VH, Albrecht S, Foulkes WD."",""N Engl J Med. 2018 Jun 7";"378(23):2238-2240. doi: 10.1056/NEJMc1803354. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874541"",""pubmed"",""29874541"",""create date:2018/06/07 | first author:de Kock L"",";;
"Myth and Measurement - The Case of Medical Bankruptcies.,""/pubmed/29874540"",""Finkelstein A, Kluender R, Notowidigdo MJ."",""N Engl J Med. 2018 Jun 7";"378(23):2246-2247. doi: 10.1056/NEJMc1805444. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874540"",""pubmed"",""29874540"",""create date:2018/06/07 | first author:Finkelstein A"",";;
"Integrating Medical and Nonmedical Services - The Promise and Pitfalls of the CHRONIC Care Act.,""/pubmed/29874539"",""Willink A, DuGoff EH."",""N Engl J Med. 2018 Jun 7";"378(23):2153-2155. doi: 10.1056/NEJMp1803292. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874539"",""pubmed"",""29874539"",""create date:2018/06/07 | first author:Willink A"",";;
"A Shocking Turn of Events.,""/pubmed/29874538"",""DeFilippis EM, Sobieszczyk P, Lakdawala NK, Miller AL, Loscalzo J."",""N Engl J Med. 2018 Jun 7";"378(23):2225-2230. doi: 10.1056/NEJMcps1714590. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874538"",""pubmed"",""29874538"",""create date:2018/06/07 | first author:DeFilippis EM"",";;
"Lymphangioleiomyomatosis.,""/pubmed/29874537"",""Sclafani A, VanderLaan P."",""N Engl J Med. 2018 Jun 7";"378(23):2224. doi: 10.1056/NEJMicm1712581. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874537"",""pubmed"",""29874537"",""create date:2018/06/07 | first author:Sclafani A"",";;
"More on Acute Amnestic Syndrome Associated with Fentanyl Overdose.,""/pubmed/29874536"",""Barash JA, Ganetsky M, DeMaria A Jr."",""N Engl J Med. 2018 Jun 7";"378(23):2247-2248. doi: 10.1056/NEJMc1805681. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874536"",""pubmed"",""29874536"",""create date:2018/06/07 | first author:Barash JA"",";;
"Mifepristone Pretreatment for the Medical Management of Early Pregnancy Loss.,""/pubmed/29874535"",""Schreiber CA, Creinin MD, Atrio J, Sonalkar S, Ratcliffe SJ, Barnhart KT."",""N Engl J Med. 2018 Jun 7";"378(23):2161-2170. doi: 10.1056/NEJMoa1715726."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874535"",""pubmed"",""29874535"",""create date:2018/06/07 | first author:Schreiber CA"",";;
"Complete Responses in the TEMPI Syndrome after Treatment with Daratumumab.,""/pubmed/29874534"",""Sykes DB, Schroyens W."",""N Engl J Med. 2018 Jun 7";"378(23):2240-2242. doi: 10.1056/NEJMc1804415. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874534"",""pubmed"",""29874534"",""create date:2018/06/07 | first author:Sykes DB"",";;
"Helicobacter pylori and Prevention of Gastric Cancer.,""/pubmed/29874533"",""Choi IJ, Kim YI, Park B."",""N Engl J Med. 2018 Jun 7";"378(23):2244-2245. doi: 10.1056/NEJMc1805129. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874533"",""pubmed"",""29874533"",""create date:2018/06/07 | first author:Choi IJ"",";;
"Assessing Drug Safety in Children - The Role of Real-World Data.,""/pubmed/29874532"",""McMahon AW, Dal Pan G."",""N Engl J Med. 2018 Jun 7";"378(23):2155-2157. doi: 10.1056/NEJMp1802197. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874532 | PMCID:PMC6028924"",""pubmed"",""29874532"",""create date:2018/06/07 | first author:McMahon AW"",";;
"Progress in Primary Biliary Cholangitis.,""/pubmed/29874531"",""Carey EJ."",""N Engl J Med. 2018 Jun 7";"378(23):2234-2235. doi: 10.1056/NEJMe1804945. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874531"",""pubmed"",""29874531"",""create date:2018/06/07 | first author:Carey EJ"",";;
"The Scarlet Virus.,""/pubmed/29874530"",""Mulasi I."",""N Engl J Med. 2018 Jun 7";"378(23):2157-2159. doi: 10.1056/NEJMp1803507. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874530"",""pubmed"",""29874530"",""create date:2018/06/07 | first author:Mulasi I"",";;
"Dry Eye.,""/pubmed/29874529"",""Clayton JA."",""N Engl J Med. 2018 Jun 7";"378(23):2212-2223. doi: 10.1056/NEJMra1407936. Review. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874529"",""pubmed"",""29874529"",""create date:2018/06/07 | first author:Clayton JA"",";;
"A Placebo-Controlled Trial of Bezafibrate in Primary Biliary Cholangitis.,""/pubmed/29874528"",""Corpechot C, Chazouillères O, Rousseau A, Le Gruyer A, Habersetzer F, Mathurin P, Goria O, Potier P, Minello A, Silvain C, Abergel A, Debette-Gratien M, Larrey D, Roux O, Bronowicki JP, Boursier J, de Ledinghen V, Heurgue-Berlot A, Nguyen-Khac E, Zoulim F, Ollivier-Hourmand I, Zarski JP, et al."",""N Engl J Med. 2018 Jun 7";"378(23):2171-2181. doi: 10.1056/NEJMoa1714519."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874528"",""pubmed"",""29874528"",""create date:2018/06/07 | first author:Corpechot C"",";;
"Left Main Coronary Artery Aneurysm.,""/pubmed/29874527"",""Arboine L, Palacios JM."",""N Engl J Med. 2018 Jun 7";"378(23):e32. doi: 10.1056/NEJMicm1708877. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874527"",""pubmed"",""29874527"",""create date:2018/06/07 | first author:Arboine L"",";;
"Encouraging Trends in Modern Phase 1 Oncology Trials.,""/pubmed/29874526"",""Chakiba C, Grellety T, Bellera C, Italiano A."",""N Engl J Med. 2018 Jun 7";"378(23):2242-2243. doi: 10.1056/NEJMc1803837. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874526"",""pubmed"",""29874526"",""create date:2018/06/07 | first author:Chakiba C"",";;
"Turning the Tables - The New European General Data Protection Regulation.,""/pubmed/29874143"",""Haug CJ."",""N Engl J Med. 2018 Jul 19";"379(3):207-209. doi: 10.1056/NEJMp1806637. Epub 2018 Jun 6. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29874143"",""pubmed"",""29874143"",""create date:2018/06/07 | first author:Haug CJ"",";;
"PD-1 Blockade with Cemiplimab in Advanced Cutaneous Squamous-Cell Carcinoma.,""/pubmed/29863979"",""Migden MR, Rischin D, Schmults CD, Guminski A, Hauschild A, Lewis KD, Chung CH, Hernandez-Aya L, Lim AM, Chang ALS, Rabinowits G, Thai AA, Dunn LA, Hughes BGM, Khushalani NI, Modi B, Schadendorf D, Gao B, Seebach F, Li S, Li J, Mathias M, et al."",""N Engl J Med. 2018 Jul 26";"379(4):341-351. doi: 10.1056/NEJMoa1805131. Epub 2018 Jun 4."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29863979"",""pubmed"",""29863979"",""create date:2018/06/05 | first author:Migden MR"",";;
"Atezolizumab for First-Line Treatment of Metastatic Nonsquamous NSCLC.,""/pubmed/29863955"",""Socinski MA, Jotte RM, Cappuzzo F, Orlandi F, Stroyakovskiy D, Nogami N, Rodríguez-Abreu D, Moro-Sibilot D, Thomas CA, Barlesi F, Finley G, Kelsch C, Lee A, Coleman S, Deng Y, Shen Y, Kowanetz M, Lopez-Chavez A, Sandler A, Reck M";" IMpower150 Study Group.."",""N Engl J Med. 2018 Jun 14";"378(24):2288-2301. doi: 10.1056/NEJMoa1716948. Epub 2018 Jun 4."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29863955"",""pubmed"",""29863955"",""create date:2018/06/05 | first author:Socinski MA"",";
"Tailoring Adjuvant Endocrine Therapy for Premenopausal Breast Cancer.,""/pubmed/29863451"",""Francis PA, Pagani O, Fleming GF, Walley BA, Colleoni M, Láng I, Gómez HL, Tondini C, Ciruelos E, Burstein HJ, Bonnefoi HR, Bellet M, Martino S, Geyer CE Jr, Goetz MP, Stearns V, Pinotti G, Puglisi F, Spazzapan S, Climent MA, Pavesi L, Ruhstaller T, et al."",""N Engl J Med. 2018 Jul 12";"379(2):122-137. doi: 10.1056/NEJMoa1803164. Epub 2018 Jun 4."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29863451 | PMCID:PMC6193457"",""pubmed"",""29863451"",""create date:2018/06/05 | first author:Francis PA"",";;
"Endocrine Adjuvant Therapy for Localized Breast Cancer.,""/pubmed/29863436"",""Lippman ME."",""N Engl J Med. 2018 Jul 12";"379(2):193-194. doi: 10.1056/NEJMe1806130. Epub 2018 Jun 4. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29863436"",""pubmed"",""29863436"",""create date:2018/06/05 | first author:Lippman ME"",";;
"Durable Remissions with Ivosidenib in IDH1-Mutated Relapsed or Refractory AML.,""/pubmed/29860938"",""DiNardo CD, Stein EM, de Botton S, Roboz GJ, Altman JK, Mims AS, Swords R, Collins RH, Mannis GN, Pollyea DA, Donnellan W, Fathi AT, Pigneux A, Erba HP, Prince GT, Stein AS, Uy GL, Foran JM, Traer E, Stuart RK, Arellano ML, Slack JL, et al."",""N Engl J Med. 2018 Jun 21";"378(25):2386-2398. doi: 10.1056/NEJMoa1716984. Epub 2018 Jun 2."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29860938"",""pubmed"",""29860938"",""create date:2018/06/05 | first author:DiNardo CD"",";;
"Sunitinib Alone or after Nephrectomy in Metastatic Renal-Cell Carcinoma.,""/pubmed/29860937"",""Méjean A, Ravaud A, Thezenas S, Colas S, Beauval JB, Bensalah K, Geoffrois L, Thiery-Vuillemin A, Cormier L, Lang H, Guy L, Gravis G, Rolland F, Linassier C, Lechevallier E, Beisland C, Aitchison M, Oudard S, Patard JJ, Theodore C, Chevreau C, Laguerre B, et al."",""N Engl J Med. 2018 Aug 2";"379(5):417-427. doi: 10.1056/NEJMoa1803675. Epub 2018 Jun 3."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29860937"",""pubmed"",""29860937"",""create date:2018/06/05 | first author:Méjean A"",";;
"Adjuvant Chemotherapy Guided by a 21-Gene Expression Assay in Breast Cancer.,""/pubmed/29860917"",""Sparano JA, Gray RJ, Makower DF, Pritchard KI, Albain KS, Hayes DF, Geyer CE Jr, Dees EC, Goetz MP, Olson JA Jr, Lively T, Badve SS, Saphner TJ, Wagner LI, Whelan TJ, Ellis MJ, Paik S, Wood WC, Ravdin PM, Keane MM, Gomez Moreno HL, Reddy PS, et al."",""N Engl J Med. 2018 Jul 12";"379(2):111-121. doi: 10.1056/NEJMoa1804710. Epub 2018 Jun 3."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29860917 | PMCID:PMC6172658"",""pubmed"",""29860917"",""create date:2018/06/05 | first author:Sparano JA"",";;
"Fecal Microbiota Transplantation for Primary Clostridium difficile Infection.,""/pubmed/29860912"",""Juul FE, Garborg K, Bretthauer M, Skudal H, Øines MN, Wiig H, Rose Ø, Seip B, Lamont JT, Midtvedt T, Valeur J, Kalager M, Holme Ø, Helsingen L, Løberg M, Adami HO."",""N Engl J Med. 2018 Jun 28";"378(26):2535-2536. doi: 10.1056/NEJMc1803103. Epub 2018 Jun 2. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29860912"",""pubmed"",""29860912"",""create date:2018/06/05 | first author:Juul FE"",";;
"Cytoreductive Nephrectomy - Patient Selection Is Key.,""/pubmed/29860908"",""Motzer RJ, Russo P."",""N Engl J Med. 2018 Aug 2";"379(5):481-482. doi: 10.1056/NEJMe1806331. Epub 2018 Jun 3. No abstract available. "",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29860908"",""pubmed"",""29860908"",""create date:2018/06/05 | first author:Motzer RJ"",";;
"Phase 3 Trial of Ibrutinib plus Rituximab in Waldenström's Macroglobulinemia.,""/pubmed/29856685"",""Dimopoulos MA, Tedeschi A, Trotman J, García-Sanz R, Macdonald D, Leblond V, Mahe B, Herbaux C, Tam C, Orsucci L, Palomba ML, Matous JV, Shustik C, Kastritis E, Treon SP, Li J, Salman Z, Graef T, Buske C";" iNNOVATE Study Group and the European Consortium for Waldenström’s Macroglobulinemia.."",""N Engl J Med. 2018 Jun 21";"378(25):2399-2410. doi: 10.1056/NEJMoa1802917. Epub 2018 Jun 1."",""N Engl J Med.  2018"",""PubMed"",""citation"",""PMID:29856685"",""pubmed"",""29856685"",""create date:2018/06/02 | first author:Dimopoulos MA"",";
